pseudo_id,text,retweetCount,replyCount,likeCount,quoteCount,viewCount,bookmarkCount,createdAt,lang,isReply,pseudo_conversationId,pseudo_inReplyToUsername,pseudo_author_userName,author_isBlueVerified,predicted_label
675483376974010,"@240632524736764 Ang tanong lang, bakit pinayagan ng COMELEC na tumakbo si Quiboloy knowing na marami siyang kaso? Dapat may mga rules ang COMELEC para sa mga gustong tumakbo!",0,0,0,0,11,0,2025-02-20 09:44:49+00:00,tl,True,833742021085260,240632524736764.0,684561204201719,False,
324268578333643,ang hindi bumoto ng up ay kalaban ng bayan,0,0,3,0,138,0,2025-02-08 14:15:57+00:00,tl,False,324268578333643,,445906109707974,False,
880283094578086,"Mayoral Aspirant Boying Celeste ng Bolinao, Pangasinan, salamat po sa inyong SOLID na pag-endorso! Ngayong halalan, piliin natin ang lider na hindi lang matino--may kongkretong plano ring isusulong para sa lokal na pamahalaan. Benhur Abalos po, Number 1 sa balota, SOLID para sa Senado! [EMOJI index pointing up][EMOJI blue heart] #1Abalos #ABALOSsaSenado #SOLIDAbalos",0,0,0,0,14,0,2025-04-23 13:12:10+00:00,tl,False,880283094578086,,472478050669652,True,
244103022374223,@702552643638885 obob at bwisit mga bumoto sa mga yan.sobrang kapal talaga.,0,1,1,0,44,0,2025-03-05 06:23:33+00:00,tl,True,701528233205123,702552643638885.0,689471097515581,False,
707353520844833,"@972890161400492 Pagdating ng araw ng election LAHAT NG DUTAE AND ALLIED CANDIDATES, TALO! Hahahahahhahahahahaha. Nasa aminnang COMELEC!",0,0,2,0,22,0,2025-02-08 16:26:16+00:00,tl,True,506080184942066,972890161400492.0,310496582744672,False,
130796819163378,"@136344480396323 Pansin mo, wala sa balita yung sino ang bumoto at sino ang hindi.",0,0,0,0,125,0,2025-04-11 22:24:53+00:00,tl,True,264720720468180,136344480396323.0,726096210089217,False,
839116367844734,okay lang to kung yung mga remaining eviction hindi na need mag labas ng pera eh. gawin niyo na lang facebook poll yung botohan tangina niyo kakaumay,0,0,2,0,212,0,2025-05-30 17:09:07+00:00,tl,False,839116367844734,,949534035913124,False,
355508033059554,@910530064236473 Classic example'to ng isang BALIMBING - nagsabi sya dati na gusto nya ipasara ang network tapos ngyn sasabihin nya the best network kasi tumatakbo sya ngyn halalan. Hmmmm [EMOJI thinking face] [EMOJI beaming face with smiling eyes] [EMOJI face with tears of joy] [LINK],0,0,0,0,13,0,2025-02-08 09:24:39+00:00,tl,True,706790551053394,910530064236473.0,205298539983137,False,
340414282438822,bawi nalang sa Botohan mga sissy HAHAHAHAHAH,0,0,0,0,6,0,2025-03-11 08:38:28+00:00,tl,False,340414282438822,,610626621200706,False,
518648879569312,@394926530180398 Huwag po natin iboto si manang.,0,0,0,0,11,0,2025-03-27 06:36:58+00:00,tl,True,206097286436327,394926530180398.0,213788863930666,False,
664456655502798,Bilog nanaman ang buwan mamaya Juskopo universe sana po bumoto na ang lahat ng tama para sa Pilipinas! Hindi para sa mga lecheng political dynasties na mga kurap! Maawa kayo sa Pilipinas!We need better leaders! Please huwag kayong maging bobo today! BUMOTO NG TAMA! #Halalan2025,0,0,0,0,123,0,2025-05-12 00:40:34+00:00,tl,False,664456655502798,,256967702439205,False,
517950864151268,pagpakahibang nala igkasi kandidato baa [EMOJI rolling on the floor laughing] natatawa nlg tlg ako [EMOJI rolling on the floor laughing],0,0,0,0,11,0,2025-05-11 00:14:48+00:00,tl,True,559481058067456,710507600520624.0,710507600520624,False,
807215461004758,Madaling masilaw sa pondo LANG. Ang hihina ng moral foundations. Di dapat iboto. Di dapat pamarisan. Sinasali pa yong mga constituents nila sa kababuyan. Sa bulsa niyo mapupunta yong pondo. Crumbs na lang matitira sa taumbayan.,7,3,8,0,320,1,2025-02-08 05:06:50+00:00,tl,False,807215461004758,,620344188348208,False,
923138173698612,ang regalo ko sa nanay at lola ko ay listahan ng mga dapat nilang iboto bukas,0,0,1,0,51,0,2025-05-11 02:36:07+00:00,tl,False,923138173698612,,511318136069515,False,
583331966184773,"Team pro Bangag[EMOJI backhand index pointing right dark skin tone][EMOJI skull][EMOJI victory hand dark skin tone][EMOJI backhand index pointing up dark skin tone][EMOJI hand with fingers splayed dark skin tone] Team Sinusuka[EMOJI backhand index pointing right dark skin tone][EMOJI face vomiting][EMOJI victory hand dark skin tone][EMOJI backhand index pointing up dark skin tone][EMOJI hand with fingers splayed dark skin tone] Kung gustong makapasok sa magic 12 sa aktwal na botohan! Start calling out marcos, adik at magnanakaw! [EMOJI face with tears of joy][EMOJI face with tears of joy][EMOJI face with tears of joy]",1,0,1,0,56,0,2025-03-02 15:36:19+00:00,tl,False,583331966184773,,41888281702867,False,
780307174304326,@145526039253972 @972046048350359 @170219666646542 Maybe we can consider other candidates from Makabayan bloc? Huwag tayo magfocus sa iilang kandidato lang. Mayroon tayong ibang options din na karapat-dapat.,0,0,4,0,255,0,2025-04-09 07:01:18+00:00,tl,True,519598374170217,145526039253972.0,408824194462430,False,
291378334878304,Kiko Pangilinan ang tagumpay mo ay tagumpay ng magsasakang Filipino Bam Aquino ang tagumpay mo ay tagumpay ng mga estudyante may pangarap umasenso Kayong dalawa at kasama si Senator Risa Hontiveros ang pag asa ng sambayanan Filipino sa Senado,0,0,4,0,169,0,2025-05-15 04:28:42+00:00,tl,False,291378334878304,,563220564500613,False,
958569358545366,"kung ako sa mga dds hindi ko iboboto si imee marcos, pero tapos iboto nyo sina kiko, bam and heidi makabawi lang.[EMOJI thumbs up light skin tone][EMOJI thumbs up light skin tone][EMOJI thumbs up light skin tone] charet HSUSHHWHAHAHAHHAHWUAHA",0,0,0,0,11,0,2025-03-14 13:31:31+00:00,tl,False,958569358545366,,338858715311626,False,
819433848939878,"HINDI KO SILA BIBIGUIN, MAGTA-TRABAHO TAYO Senator-elect Camille Villar on RMN interview Nagpapasalamat ako sa Diyos sa pagkakataon na ibinigay saakin na makapagsilbi po sa Senado hindi ko po sila bibiguin at magtatrabaho tayo #LPCUpdate #LasPi as #2025NLE [LINK]",1,1,1,0,257,0,2025-05-15 00:48:59+00:00,tl,False,819433848939878,,648553309640639,False,
542870315894319,Gago ang ingay ng mga DDS trolls sa fb and TikTok HAHAHAHAHA dasurb! Kayo bumoto kay bbm diba HAHAHAHA,0,0,0,0,29,0,2025-03-11 07:14:32+00:00,tl,False,542870315894319,,133555118261969,False,
745141754091965,@524720612800453 @742776083943287 iboto mo siya,0,2,1,0,16,0,2025-04-27 02:55:23+00:00,tl,True,608605336818162,524720612800453.0,627382129095100,False,
32818714990100,Lol umay talaga botohan dito harap harapang panggagago,0,0,0,0,362,0,2025-05-12 05:33:35+00:00,tl,False,32818714990100,,216982014532461,False,
389185454154647,chinicheck ko sa halalan results every provinces kung sino number 1 and 2-12 senators nila tapos puro magnanakaw yung mga nando n amp! ang lala niyoooo putangina hahahaha,0,0,0,0,51,0,2025-05-12 13:53:48+00:00,tl,False,389185454154647,,446215890452506,False,
250069132259903,"Nauna nang nanawagan ang COMELEC para suspendihin ang programa dahil posibleng magamit ito sa pamumulitika at manakot ng mga botante at kandidato. Ayon kay PNP Chief Rommel Marbil, normal na procedure lamang ito at walang tinatarget na kahit na sino ang programa.",0,1,0,0,376,0,2025-02-06 01:55:40+00:00,tl,True,883199974603916,589029215591253.0,589029215591253,False,
717647715213744,@994744520662101 Heto ang dapat piliin ng mga Filipino na Kandidato rekomendado ng magaling na Ekonomista. Vote Heidi Mendoza 45 . [LINK],2,1,5,0,157,1,2025-04-08 01:29:50+00:00,tl,True,414355624177199,994744520662101.0,892093587002578,False,
122586490013899,"bakit ba kasi andaming kuda ng mga taong ang tanging political participation lang naman ay eleksyon? manahimik nga kayo jusko kung ginamit nyo nalang yung time na pumutak mang-ancha kayo for your own personal development o community service, edi may nakinabang pa",0,0,1,0,28,0,2025-05-17 10:15:55+00:00,tl,False,122586490013899,,51164681966175,False,
40530299237589,@972890161400492 Wag din nyo iboto yun mga kandidato na maka China at member ng DDS !,0,0,0,0,43,0,2025-04-26 12:28:19+00:00,tl,True,740735210477795,972890161400492.0,443432336703660,False,
358157873806518,"To my fellow voters, please vote wisely. Pick the ones that you think you have 100 trust with. Wag basta magpapauto sa mga""sanib-pwersa""tactics nila. Bumoto kung ano ang nasa puso.",0,0,2,0,24,0,2025-04-14 02:17:19+00:00,tl,False,358157873806518,,935190422398333,False,
40719797732748,"Tapos pag nasa Top 12 sa survey kahit di naman deserving iboboto na rin dahil""sayang ang boto pag di nanalo ang isinulat ko sa balota kaya yun lang isasama ko sa top 12 ko""sabi ng ilang kamoteng botante",0,0,0,0,46,0,2025-01-28 10:53:06+00:00,tl,False,40719797732748,,50518551221728,False,
523797008572767,"@1077368930111 @554496576152876 When I saw this. Napaisip ako, bakit nga ba teacher ang Frontline sa elections? Why sila? Bakit hindi comelec staffs mismo?",0,2,0,0,73,0,2025-02-02 10:53:38+00:00,tl,True,113381121107500,1077368930111.0,464724757923518,False,
831870190249667,Malaki naman ang boto q ngaung eleksyon. gustu mong makita?[EMOJI rolling on the floor laughing][EMOJI rolling on the floor laughing][EMOJI passenger ship],0,6,84,0,4595,0,2025-05-12 10:02:25+00:00,tl,False,831870190249667,,408061269390942,False,
383618720862590,huwag niyong minamaliit kapangyarihan ng mga kabataan sa pag-boto. nag-uumpisa palang kami. #Halalan2025,0,0,0,0,352,0,2025-05-12 14:11:24+00:00,tl,False,383618720862590,,662341175425404,False,
655886961747646,@901946442613399 Boy abante tigilan mo paggamit sa Diyos Napaka ipokrito mo buwaya ka [EMOJI crocodile][EMOJI crocodile][EMOJI crocodile][EMOJI face vomiting][EMOJI face vomiting][EMOJI clown face][EMOJI clown face][EMOJI clown face] wag lang kayong mangdadaya sa eleksyon alyansa ni vangag marcos not to this bunch of clowns fuckers. [EMOJI face vomiting][EMOJI face vomiting][EMOJI face vomiting][EMOJI clown face],0,0,1,0,6,0,2025-04-27 10:06:38+00:00,tl,True,669074117302009,901946442613399.0,46683785658974,False,
585097974989128,"sobrang laking bagay na kumpara sa ibang kandidato si sir kiko may mga kasamang tao sa loob ng classroom, hindi nila sinolo yung classroom dahil lang pulitiko sila, nakapila kasama yung mga mamamayang bumuboto rin. [EMOJI green heart]",0,0,0,0,28,0,2025-05-12 09:15:44+00:00,tl,False,585097974989128,,31827189367305,False,
859156955104667,"Hindi applicable ang""wala namang perpektong kandidato""sa isyu ngayon. Nakakatawa kasi parang mali pang nag-react yung mga taong directly involved sa stance niya?",0,0,0,0,37,0,2025-04-09 08:09:06+00:00,tl,False,859156955104667,,999781262663940,False,
29099404482222,Lahat ng mga tao dito bumoto para kay Mandarambong. Lol never trust a Marcos. Happy they're learning it the hard way.,0,0,1,0,33,0,2025-03-11 14:38:36+00:00,tl,False,29099404482222,,707244042319819,False,
894943106695763,@403780272519270 Dba may sinasabi mga tao dati na ihiwalay ang luzon from vismin? Sana nga matuloy kasi daming mga bobotante sa vismin. Come on cebu wake up!,0,0,0,0,127,0,2025-05-15 15:51:31+00:00,tl,True,811256127662558,403780272519270.0,922656039570052,False,
657628356015029,"Di naman kasi required kumpletuhin yung 12 Senators. Sino ba nagsabi dapat? For the past elections, iniisip kasi ng tao dapat 12 iboto kaya mostly yung mga sikat ang lumalabas na nananalo [EMOJI face exhaling]",0,1,8,0,354,0,2025-05-06 18:51:35+00:00,tl,False,657628356015029,,587792291832907,False,
308676661367440,"@403780272519270 Kung may taga Pasig na bumoto dito sa bastos na to, Ewan ko na lang talaga. [EMOJI face with tears of joy]",0,0,8,0,379,0,2025-04-05 00:53:28+00:00,tl,True,977011582114544,403780272519270.0,93795848735674,False,
863751230380550,"Bago bumoto ngayong #Eleksyon2025, alamin kung ang inyong kandidato ay",0,1,0,0,73,0,2025-05-09 22:34:17+00:00,tl,False,863751230380550,,524321412201388,True,
421890351090340,lala talaga ng botohan sa pinas,0,0,0,0,29,0,2025-05-12 02:14:41+00:00,tl,False,421890351090340,,744273717252961,False,
828668357669567,Sana sa pagdating ng botohan marami pa ring mga solid kolette ang boboto! MiyerKOLETTE AT VPCA,0,0,0,0,19,0,2025-03-12 11:14:29+00:00,tl,False,828668357669567,,765135812802900,False,
262371324308383,@456118899676148 Punyetang bayot na NPA toh ! Salot sa lipunan Rekruter ng mga estudyante at kabataang pilipino para maging teroristang kalaban ng gobyerno Huwag iboto ang mga salot nato End CPP NPA !,0,0,0,0,8,0,2025-03-31 06:02:17+00:00,tl,True,437842963151224,456118899676148.0,489755429499899,False,
782227761743461,"Sabi ko nga dati, wala sa social media ang laban. Ang totoong laban ay nasa lansangan kaya lumabas at mangampanya #Halalan2025",0,0,0,0,549,0,2025-05-12 13:33:18+00:00,tl,True,837225532455798,435640272141477.0,435640272141477,False,
157037109971894,Parang pamilya nyo lang? Tama wag kayo dapat iboto.,0,0,0,0,2,0,2025-03-05 14:43:14+00:00,tl,False,157037109971894,,299968091933006,False,
396728017102247,"real! sa amin, si bam talaga kinakampanyang senador",0,0,2,0,243,0,2025-05-12 14:17:46+00:00,tl,False,396728017102247,,713699156294012,False,
566951266011984,"@367519719526808 @901946442613399 Natawa ako sa sinabi mo,""sabungan ang legacy""[EMOJI face with tears of joy][EMOJI face with tears of joy][EMOJI face with tears of joy] tama ka sana maging matalino na ang mga botante dyan [EMOJI folded hands light skin tone][EMOJI folded hands light skin tone][EMOJI folded hands light skin tone] ipag pray natin sila,",0,0,0,0,2,0,2025-05-17 07:10:23+00:00,tl,True,811816802138800,367519719526808.0,224118293265300,False,
832836884289422,@972890161400492 Mga tanga nalang at bobong botante ang maniniwala sa Amoy lupa na si dutae!,0,0,1,0,24,0,2025-02-25 18:05:12+00:00,tl,True,540756723850821,972890161400492.0,433452617019704,False,
242758353641787,@748424108822448 Di ba? Ano na lang ang iisipin ng nakakita sa kanya kung malalaman nila na senador'yan ng Pilipinas?,0,0,0,0,9,0,2025-05-22 03:04:21+00:00,tl,True,775332186905516,748424108822448.0,367486114091161,False,
656085589161140,@664846945171683 @621599587996502 @776109641341820 Ako ba ang Bobo? Sino bang nagpaKulong sa tatay digong mo? Sino bang bumoto dun sa presidenteng nagpakulong sa tatay Digong mo? [EMOJI grinning face with sweat]DASERB,0,1,0,0,8,0,2025-03-18 01:53:38+00:00,tl,True,799250651027260,664846945171683.0,165361951816411,False,
747483090266679,naiiyak me[EMOJI disappointed face] ang daming trapo sa senatorial at partylist,0,0,0,0,7,0,2025-05-12 13:33:08+00:00,tl,False,747483090266679,,221695029280221,False,
368258925916550,@230038042552127 mga taga mindanao lang naman lahat bumoto dyan,0,0,0,0,229,0,2025-05-12 16:23:41+00:00,tl,True,543085244078674,230038042552127.0,990448121053408,False,
411337461784321,"@618147134788255 @953579351695872 Ung nga ung inaasahan nila mangyari eh gamitin ito sa pamumulitika. Kaya naglabas nung order ung Comelec kasi sure sila na violation yan ng OEC. hehehe. Kung hindi naglabas ng ganyang statement ang comelec, lahat ng admin aligned sa visayas, sure may kaso. [EMOJI face with hand over mouth][EMOJI face with hand over mouth][EMOJI face with hand over mouth]",0,0,0,0,15,0,2025-05-02 02:20:55+00:00,tl,True,205767631926917,618147134788255.0,522216577708195,False,
22174692788507,Bumoto nang Tama. Bumoto ng Tama.,0,0,0,0,11,0,2025-05-12 10:38:06+00:00,tl,False,22174692788507,,277560535146450,False,
214592179003696,"@258579683765909 [EMOJI folded hands medium skin tone] Lagyan nating ng malaking red ekis sa pictures ang mga kandidatong hindi dapat iboto, minsan hindi nagbabasa ng post ang ilan [EMOJI victory hand medium skin tone] hanggang tingin sa picture lang and it becomes positive for the popularity of these crooked candidates.",0,0,2,0,25,0,2025-04-13 16:50:34+00:00,tl,True,448217161321910,258579683765909.0,610692838172765,False,
825238861069184,"WAG MAGBULAG BULAGAN. tama nga naman, wag niyo nang lOKOHIN MGA SARILI NIYO. GUMISING NA KAYONG MGA GAHAMAN SA PWESTO SA SENADO. marami sa inyong mga BACKFIGHTER.",0,0,0,0,5,0,2025-05-21 10:17:24+00:00,tl,False,825238861069184,,681099558008873,False,
424051997136647,@843064480940005 @431221529830437 Ang mga tibak dapat magfocus sa CH interference sa eleksyon #KikoBam2025,0,0,2,0,72,0,2025-04-27 16:25:41+00:00,tl,True,433265247067514,843064480940005.0,540355098134804,False,
636568872892136,"@456585242758042 Alam niya kung ano ang comelec pero di niya alam ang trabaho nito at Ang impact sa bayan. Kaya, sinabi na lang niyang di niya alam.",0,1,3,0,34,0,2025-03-04 10:41:54+00:00,tl,True,258422011384510,456585242758042.0,556776310795431,True,
736694447949901,"Never talaga sumagi sa isip ko na iboto Si Philip, Robin, Marcos at Duterte. Ang mga binoto ko sa mga nagdaan na mga halalan ay yong tapat na nakikita ko noon pa man katulad nila Grace Poe, Leni Robredo, Bam Aquino at Risa Hontiveros.",0,0,0,0,150,0,2025-05-22 06:07:16+00:00,tl,False,736694447949901,,155481831294292,False,
345150491389745,@951765929644175 may binayaran ka siguro para iboto si regina [EMOJI loudly crying face][EMOJI loudly crying face],0,1,1,0,239,0,2025-04-10 17:10:25+00:00,tl,True,247175973370294,951765929644175.0,859649205876701,False,
729852897244680,Naiiyak ako sa inis kapag naiisip ko na election na bukas tapos madami pa din boboto sa mga corrupt na tumatakbong senador. Nakakapagod na ang Pilipinas. Nagiging hopeless case tayo kasi paulit-ulit natin niluluklok sa pwesto yung alam naman nating sariling interes ang uunahin.,0,1,0,0,29,0,2025-05-11 06:19:39+00:00,tl,False,729852897244680,,992739643313304,False,
187802688512705,Titi parin sa eleksyon tangina niyo ambabantot niyo mga panget na bakla,0,0,1,0,34,0,2025-05-12 14:55:32+00:00,tl,False,187802688512705,,305234422002544,False,
11488647307485,@513355327205881 @617268793518215 Nakulong xempre pinagkanulo ninyo eh minadali walang proseso- Anong nangyari ngaun sa poon ninyo na trililing bgsak na ung pangarap niyang bumalik sa senado hindi nangyayare si mayor rody nsa The Hague pero nnalo siya kahit nakulong Alin masakit jan?,0,1,0,0,73,0,2025-05-14 05:02:24+00:00,tl,True,668748975753683,513355327205881.0,523649155626230,False,
756314080530079,@472069454978195 Bugok po kasi mga botante.,1,0,4,0,360,0,2025-01-28 08:27:38+00:00,tl,True,151103539961260,472069454978195.0,445974555621127,False,
331046362944936,"mula sa pag-allow ng candidates na may pending cases, pamimigay ng sample ballot na may trapo list, faulty machines, watchers na nagsheshade ng ibang balota, bulok na felt pens at manipis na papel.tangina comelec. wala na kayong ginawang tama.",0,0,0,0,125,0,2025-05-12 04:41:50+00:00,tl,False,331046362944936,,612216648846748,False,
213263407957968,"Kukupal ng mga tao nyo ah, mana ata sa kandidato eh",0,0,0,0,8,0,2025-05-04 01:32:20+00:00,tl,True,990264142525934,371481480713405.0,371481480713405,False,
371269870840659,Good morning! Bumoto na ba kayo kay Xyriel? BBS Xyriel!,6,0,5,0,201,0,2025-05-10 00:45:38+00:00,tl,False,371269870840659,,203026113086264,False,
727003898509232,Kumpleto na list for national candidates pero yung local teh. ang hirap pag pare-parehong trapo candidates. Di ko na makumpleto.,0,0,0,0,3,0,2025-05-11 14:54:51+00:00,tl,False,727003898509232,,17989118471881,False,
284376843323533,"@989004390811123 Ang galing ng logic and decision making skills. Para sa sabaw imbes na para sa bayan. Ito ang hirap kung sabaw ang utak, hindi binibigyan ng halaga ang programa at plataporma ng kandidato.",0,0,5,0,335,0,2025-04-17 01:52:36+00:00,tl,True,928433203943681,989004390811123.0,163413997751668,False,
902767879526088,tuloy ang proclamation ng COMELEC sa Senators bukas. malinaw ang mensahe ng COMELEC the votes of these 17m voters don't matter,0,0,1,0,96,0,2025-05-16 14:54:32+00:00,tl,False,902767879526088,,698188174668936,False,
210967612694959,"Nakakaloka sa Pilipinas, ang chaotic ng election, ang daming nangyayare! Samantala sa US, chill-chill lang sila. eleksyon pa lang alam mo na kung gaano ka-korap ang gobyerno sa Pinas! #Halalan2025",0,0,0,0,338,0,2025-05-12 08:44:07+00:00,tl,False,210967612694959,,636032913228848,False,
769757908750279,Hinihikayat ng Commission on Election COMELEC ang mga Filipino artist na magsampa ng reklamo laban sa mga kandidatong iligal na gumagamit ng kanilang kanta para sa mga campaign jingle. [1 2] [LINK],0,1,0,0,15,0,2025-04-01 02:07:36+00:00,tl,False,769757908750279,,977770615637911,False,
997256866114884,@195830781101577 baket binote pa Kuya?pinanood nlng sana nino sknila sa screen ang nangyaring botohan[EMOJI face with rolling eyes]gumastos p kayo ng bote kuya[EMOJI yawning face]tsk!,0,0,0,0,42,0,2025-04-21 17:42:10+00:00,tl,True,897282035558727,195830781101577.0,716637820015262,False,
694018245484984,"@995120649715525 Yung iba, nagdadalawang isip na daw iboto si Bam dahil dito. Pero magugulat pag nanalo si Bato, Imee, Tolentino. Shunga din e.",0,1,5,0,622,0,2025-02-12 16:20:31+00:00,tl,True,430487305622846,995120649715525.0,983988291105161,False,
902101852987477,@259264753449038 Wag iboto yong kunwari mabait matulungin na politiko yun pala mapanlinlang lang para makuha tiwala niyo no need,0,0,4,0,136,0,2025-03-07 23:41:55+00:00,tl,True,849012913095038,259264753449038.0,992912339124147,False,
486265683254755,"Ang pinakamalaki, pinakakomprehensibo at pinakapinagkakatiwalaang #Eleksyon2025 coverage ay hatid ng GMA Integrated News! Panoorin dito ang 32-hour na coverage [LINK]",1,0,2,0,3494,0,2025-05-12 00:01:34+00:00,tl,False,486265683254755,,225867148354714,True,
360731963700448,"Ewan ko ah. Pero pagdating ng botohan, vote buying lang na naman ang mangingibabaw.",0,0,0,0,18,0,2025-04-13 08:31:37+00:00,tl,False,360731963700448,,48946653901564,False,
200047809165862,@858368704521295 yes pero sabi saakin para daw yun sa may protest sa isang voters. parang walang silbi kasi di naman i a ask nag number mo so paano nila ako iko contact sabi ibibigay lang sa comelec [LINK],0,0,0,0,58,0,2025-05-12 08:37:50+00:00,tl,True,997588567951569,858368704521295.0,17723358850550,False,
812683066542625,"Bumoto ng Matalino, Bumoto nang Matalino.",0,0,0,0,14,0,2025-05-11 22:33:28+00:00,tl,False,812683066542625,,52385852308908,False,
584043216879619,Di ko na talaga alam kung bakit naniniwala pa din kayo sa manloloko at magnanakaw na politiko. Ang mahal na nga ng mga bilihin at lalong nalulubog mga mahihirap. Huwag naman na kayo maging TANGA! #Halalan2025,0,0,0,0,11,0,2025-04-28 22:07:42+00:00,tl,False,584043216879619,,474837107898740,False,
976075716919515,"Huwag tayong magpadala sa kasinungalingan, panloloko at panlalamang ng mga ganid sa kapangyarihan, lalo na ngayong panahon ng halalan. Dapat lamang na panagutin ang mga sangkot sa korapsyon at pagnanakaw sa pondo publiko, at paglabag sa karapatang pantao.",0,1,0,0,4,0,2025-04-20 09:07:13+00:00,tl,True,289754654261015,95064270739787.0,95064270739787,False,
432253937919479,"Nagsampa ng kasong paglabag sa anti-cybercrime law ang COMELEC at PNP laban kay Jeryll Harold Respicio, isang local candidate sa Reina Mercedes, Isabela dahil sa umano y pagpapakalat ng mapanirang impormasyon tungkol sa halalan sa pamamagitan ng social media. @225867148354714 [LINK]",2,0,3,0,2679,0,2025-02-28 01:22:15+00:00,tl,False,432253937919479,,362828114252441,False,
799026815065766,Sila lang ang ating PAG-ASA. Sila lang PAG-ASA ng ating BAYAN! IBOTO ang DUTERTE SLATE! [EMOJI oncoming fist][EMOJI oncoming fist][EMOJI oncoming fist][EMOJI Philippines],2,0,6,0,138,0,2025-01-11 17:14:13+00:00,tl,False,799026815065766,,975404515899393,True,
210217836830788,@467161425997003 @191134201817839 Sir Alvin Madam Mucha bat naman po kayo pinaghiwalay sa Halalan coverage hindi tuloy enjoy,0,0,0,0,9,0,2025-05-13 23:33:49+00:00,tl,False,210217836830788,,693283447717797,False,
16088182276528,@776109641341820 Concerned yan kasi hindi na ata yan mananalo sa halalan so hindi na siya maging prosecutor which means wala ng matangap na MAR Benefits Marcos Araneta Romualdez . Kaya nag panic sila at atat na atat na simula na ang trial para maka kuha pa rin ng MAR benefits plan.,0,0,2,0,39,0,2025-03-04 21:34:45+00:00,tl,True,54842016483022,776109641341820.0,23930326006195,False,
461395693516588,@975404515899393 Matagal nang tanong yan pero umasa pa din kayong mga vangag na bumoto sa kanya.,0,0,0,0,6,0,2025-05-11 15:02:42+00:00,tl,True,771726470346777,975404515899393.0,174182093374232,False,
886541353077880,"Patuloy ang paghahanda ng PNP at Comelec para sa pagsisimula ng election period at gun ban Linggo ng hatinggabi, Enero 12. #Halalan2025 Kaugnay na balita [LINK] [LINK]",2,1,8,0,6215,0,2025-01-11 11:17:36+00:00,tl,False,886541353077880,,510149406765704,True,
