pseudo_id,text,retweetCount,replyCount,likeCount,quoteCount,viewCount,bookmarkCount,createdAt,lang,isReply,pseudo_conversationId,pseudo_inReplyToUsername,pseudo_author_userName,author_isBlueVerified
10908171862573,shaking crying right now tangina please let taumbayan sa senado in! loudly crying face folded hands light skin tone i ve never been this hopeful since 2022,0,0,0,0,25,0,2025-05-12 13:21:22+00:00,en,False,10908171862573,,861430513902764,False
667405316120321,@995120649715525 How do they win? Wala naman bumoto jan ah.,0,0,0,0,8,0,2025-05-18 15:16:51+00:00,en,True,484979642204470,995120649715525.0,592134895251370,False
533732720354613,ang saya ng puso ko! cherry blossom sana tuloy tuloy face holding back tears #Halalan2025 #VoteReportPH,0,0,0,0,1112,0,2025-05-12 13:06:04+00:00,tl,False,533732720354613,,721453265027357,False
609195847496465,finally yes botante na ako non,0,0,0,0,46,0,2025-05-12 14:52:09+00:00,tl,False,609195847496465,,665053086936453,False
789610204464722,Paano mag oath taking ang digong na nanalo sa eleksyon?,0,1,2,1,90,0,2025-05-15 09:18:38+00:00,tl,False,789610204464722,,610692838172765,False
719695787348404,"WATCH Duda ang Namfrel na may impluwensya ang mga banyaga sa mangyayaring #Desisyon2025, sa kabila ng inilutang ng isang senador at security sector. RH 52 @13441772678108, DZRH News [LINK]",1,1,2,0,205,0,2025-05-09 04:48:09+00:00,tl,False,719695787348404,,982646580214281,True
415967515444197,"Para sa voter education special report ng State of the Nation Ano ang kapangyarihan ng inyong pagboto sa kapalaran ng mga kandidato? Abangan sa State of the Nation, 11 05 ng gabi, pagkatapos ng""Mga Batang Riles.""[LINK]",1,0,1,0,1166,0,2025-05-06 14:55:55+00:00,tl,False,415967515444197,,314710860494477,False
146683740491123,sana po lumaban kayo sa susunod na halalan!,0,0,0,0,24,0,2025-05-13 09:36:05+00:00,tl,False,146683740491123,,904988767773967,False
214109671993420,"Bumoto ng tama, bumoto nang tama Bumoto ng matalino, bumoto nang matalino",1,0,0,0,108,0,2025-05-11 12:59:38+00:00,tl,False,214109671993420,,121616420182792,False
56955706051987,"BATAS PARA PROTEKSYON NG MGA PIPITSUGING HOMEOWNERS, BINABOY SA IRR NG DHSUD, MGA GAHAMAN AT TULISANG DEVELOPER PROJECT OWNER, PINRUTEKTAHAN! #corrupton #TrialByJury #Halalan2025 #election2025 #mandato2025 @174288073476093 [LINK]",0,0,0,0,9,0,2025-03-07 11:59:56+00:00,tl,False,56955706051987,,696687963507506,False
101965255211198,@976531983651933 Nakakaloka tag tatlo per family. HAHAHAHA MAY SACK RACE SA SENADO?!,0,0,0,0,37,0,2025-05-12 14:06:41+00:00,tl,True,902849927227378,976531983651933.0,766464493295081,False
587283324564536,"PLEASE SHARE THE ORIGINAL POST! YOUR ARMED FORCES NEED YOUR HELP! Babala sa lahat! Huwag nating iboto ang Kabataan, Anakpawis, Bayan Muna, ACT Teachers, at Gabriela. Sila ay sumusuporta sa CPP-NPA na sumisira sa ating bayan. Piliin natin ang tunay na naglilingkod sa mamamayan [LINK]",0,0,0,0,3,0,2025-05-03 06:58:11+00:00,tl,False,587283324564536,,857526596593202,False
921219316558436,LOOK The Commission on Elections COMELEC has entered into an agreement with the non-government organizations Legal Network for Truthful Elections LENTE and Upholding Life and Nature ULAN to ensure inclusive elections. Comelec Chairperson George Garcia said that the goal of the memorandum of agreement is to further strengthen the Commission s advocacy for a smooth voting process for the vulnerable sector and to ensure their voices are heard for the democracy of the country. camera with flash COMELEC George Garcia,1,0,0,0,56,0,2025-01-16 09:55:32+00:00,en,False,921219316558436,,655238675550757,True
844408483562042,"SORRY, YOU are a LawyerPLUNDERER with NO Shame, Ethics, Scruples @472069454978195. As @690883004797923 Commissioner, you BAUTISTA supported VOTING USING 100 programmable manipulable SMARTmaGic! WELL KNOWING""PROGRAMMABILITY""in Digital Systems MEANS ONLY ONE THING .FRAUD! INUTIL KA! [LINK]",0,0,0,1,69,1,2025-04-27 12:47:49+00:00,en,False,844408483562042,,380209580391646,False
627166031748244,K inumpirma ng Comelec na sinampahan ng disqualification case ang kapwa senatorial candidates na sina ACT-CIS Rep. Erwin Tulfo at kapatid nitong si Ben Tulfo. Kinasuhan ang mga ito dahil umano sa isyu ng political dynasty at citizenship. [LINK],1,0,6,0,156,0,2025-02-17 23:11:07+00:00,tl,False,627166031748244,,866960571195954,False
278259885620807,"bumoto nang matalino, bumoto ng matalino! green heart pink heart",0,0,1,0,16,0,2025-05-11 14:20:32+00:00,tl,False,278259885620807,,241359983734948,False
744383294257636,"to file an application for Local Absentee Voting LAV in relation to the May 12, 2025 National and Local Elections , #COMELEC #2025NLE #LocalAbsenteeVoting",1,0,0,0,589,0,2025-03-01 04:32:17+00:00,en,False,744383294257636,,690883004797923,False
124713593779051,Sen. Pia Cayetano na may 39.1 Sen. Bong Revilla na may 38.1 at Makati City Mayor Abby Binay na may 37.6 . Kabilang din sa listahan na napupusuan ng mga Pilipino sa pagkasenador sina Sen. Lito Lapid 35.6 dating Senador Ping Lacson 34.3 3 4,0,1,0,0,43,0,2025-05-07 02:51:02+00:00,tl,True,241353909909685,977770615637911.0,977770615637911,False
242118436274683,@816496964306203 Tama! Wag iboto ang ML Malanding Leila.,0,0,1,0,11,0,2025-01-15 17:58:29+00:00,tl,True,989140421394542,816496964306203.0,514381381926485,False
267561327143097,"hello if kulang pa po ang nasa listahan niyo sa senador please include niyo po si danilo ramos at ronnel arambulo! #6 Ronnel""Isdabest""Arambulo #54 Danilo""Ka Daning""Ramos para sa mga magsasaka at mangingisda sheaf of rice tropical fish",12,0,18,0,818,0,2025-05-11 04:55:50+00:00,tl,False,267561327143097,,237129795812464,False
104737808784331,"@589029215591253 Basurang senador, putang ina mo robin.",0,0,0,0,2,0,2025-05-22 16:58:56+00:00,tl,True,274344939492664,589029215591253.0,401339397461069,False
432285155115809,"@143795114354197 Here's mine. Pag gising sa umaga, almusal ay botohan na. Di Naman siguro to isang kasanayan lang. Pinagdarasal ko'na kaligayan sa tagumpay ay makukuha na. IkaKo Version beaming face with smiling eyes face with tears of joy [LINK]",0,0,0,0,6,0,2025-05-04 05:12:19+00:00,tl,True,423196711388881,143795114354197.0,394246807855943,False
98158704170740,magstream at bumoto! #SB19 @862941748651955 DAM ON MYX CHART [LINK] [LINK] [LINK] MOONLIGHT ON USEN [LINK] [LINK],0,0,0,0,49,0,2025-03-03 09:54:57+00:00,en,False,98158704170740,,300527755387895,False
49491408029284,"renminist for leni-kiko noon, renminist for kiko-bam ngayon! tumitindig, lagi t lagi pink heart green heart #5 AQUINO, Bam #51 PANGILINAN, Kiko #KikoBam #KikoBamSaSenado #Halalan2025",0,0,3,0,693,1,2025-05-12 09:11:58+00:00,tl,False,49491408029284,,156704851416578,False
432987223686783,Sana yung 2028 election ay ang maging 2024 MMFF ng Philippine politics. folded hands,0,0,0,0,63,0,2024-12-27 10:33:51+00:00,tl,False,432987223686783,,921640204936420,False
928267448412529,"Kiko Bam sa senado, Joshua hong sa puso ko. Please lang bumoto ng matalino, bumoto nang matalino",0,0,0,0,20,0,2025-05-10 15:42:22+00:00,tl,False,928267448412529,,145963571843318,False
827713429905724,Pinababantayan ngayon ni PNP Chief Marbil sa mga pulis dahil sa mga magsisi-uwian para sa eleksyon Link [LINK] #pcadgmimaropa #Toserveandprotect [LINK],0,0,0,0,14,0,2025-05-10 07:51:42+00:00,tl,False,827713429905724,,534502668053615,False
386329961858016,"@951392445303700 Di gusto ng mga tao pero pasok sa Senado, ano tawag dyan? May ginawang kaanuhan? Juicecolord Pulitika nga naman! Paano to nakapasok.?",0,0,0,0,10,0,2025-05-13 12:33:39+00:00,tl,True,624400197188670,951392445303700.0,272115985834928,False
87761154638533,@627382129095100 @861738054403097 No to Alyansa mga trapo po sila sa PDP -Laban tayo. [LINK],0,0,0,0,6,0,2025-05-05 06:06:13+00:00,tl,True,290570459548532,,640968489240704,False
330917413637081,Ano nga ba ang iba't ibang isyu na kinahaharap ngayon ng mga taga-Caloocan at ano ang plano ng mga tumatakbo sa pagka-alkalde ng lungsod para matugunan ito? Kilalanin ang ilan sa mga nagnanais mag-#BiyahengCityHall sa video na ito. #Halalan2025 [LINK],2,1,7,0,3504,2,2025-04-23 06:19:55+00:00,tl,False,330917413637081,,403780272519270,True
834071973589059,"huhu, share ko lang. gagaling naman mga ka-precincts ko! hehehehe did not disappoint. purrr. sobrang laki rin ng number na bumoto sa akbayan katuwa. hindi ito lahat-lahat, pero kitang-kita mo naman dami ng boto sa mga kakampi. [LINK]",0,0,0,0,41,0,2025-05-12 17:26:48+00:00,tl,False,834071973589059,,344923910012997,False
69748732466662,LET HEIDI MENDOZA JOIN THE TOP 12 PLEASE face holding back tears face holding back tears #Halalan2025,1,0,3,0,671,0,2025-05-12 13:16:03+00:00,en,False,69748732466662,,57026171197942,False
558990743180565,@466085634041458 So. i de demanda din nila mga hindi bumoto sa kaniya ? naku. Panu yan. kung may Vote Buying before election Itu ay.Vote Retribution? grinning face with sweat face with tears of joy May nasa saad ba sa kasulatan at anung kapitolyo at bersikulo siya nakasaad. @103756697399652 Basa! Kapatid na emong.! grinning squinting face face with tears of joy,0,1,1,0,21,0,2025-05-26 12:26:34+00:00,tl,True,53910669332146,,527694314367287,False
299608078686390,Based sa mga nasagap kong chika. 100k na nagagamit ng bawat team and yet ganyan pa rin kadikit ang tally! Kaya bumoto na kayo BBS CHAKIRA,43,0,80,3,2012,0,2025-04-09 10:41:08+00:00,tl,False,299608078686390,,574762258169247,False
532389440259106,@611611983561750 @703220854979848 @233535174890581 sino ba bumoto kay BBM? di ba kayong mga DDS rolling on the floor laughing rolling on the floor laughing rolling on the floor laughing rolling on the floor laughing,0,0,0,0,5,0,2025-01-13 19:25:49+00:00,tl,True,656339148606287,611611983561750.0,927182044010414,False
573844880836948,So yan lang talaga ilalaban mo sa senado?,0,0,0,0,38,0,2025-05-18 14:57:40+00:00,tl,False,573844880836948,,992048229932567,False
804815745859190,@455585100578532 Natural di niyo na mabibilang. Nalagyan niyo naman na ng pangalan niyo lahat ng na donate at itinulong niyo e HAHAHA. #Trapo,0,0,0,0,5,0,2025-03-26 21:48:55+00:00,tl,True,506278493658750,,848193656710299,False
377509278224265,#Halalan2025 Results [LINK],0,0,3,0,1683,3,2025-05-12 11:56:53+00:00,en,False,377509278224265,,590944329680967,False
496458540322124,"tumakbo nga yan si Ipe dati na Vice Gov sa bulacan, natalo tas kapal pa ng muka tumakbong senador.",0,0,0,0,28,0,2025-05-12 15:28:26+00:00,tl,False,496458540322124,,508442765496570,False
706761633824303,"SENATORIAL RACE Partial and Unofficial Tally as of 10 25 PM, May 12, 2025 Nangunguna si Bong Go sa senatorial race na may higit 24.4 million votes, sinundan nina Bam Aquino at Bato Dela Rosa. Source COMELEC Media Server [LINK]",5,1,9,0,711,0,2025-05-12 14:26:11+00:00,tl,False,706761633824303,,972890161400492,False
541183093236337,Sharing is caring para naman sipagin kayong bumoto mga yawa kayo.,0,0,0,0,16,0,2025-03-15 02:35:52+00:00,tl,False,541183093236337,,952611082855264,False
847273985667316,"wait lang, akala ko ba mas mabilis ngayon ang transmission? tapos may sariling""MEDIA SERVER""na directly nakakatanggap ng transmission, same sa COMELEC. pero bakit walang nilalabas na votes ang ABS-CBN GMA? #Halalan2025",1,0,5,0,1451,0,2025-05-12 12:52:48+00:00,tl,False,847273985667316,,171352752689493,False
194082772778730,"Me while buying something sa store si Ate, asking saan precint mo? Me saying na sa ibang lugar ako botante. Then she said na uy baka naman pwede mo isingit si @886466108474189 and @951392445303700 sa iboboto mo. Me Ay nasa list ko po talaga sila",0,1,0,0,15,0,2025-05-10 05:17:28+00:00,tl,False,194082772778730,,967169541105457,False
664418373839103,@590390862543017 Cguro po Maaring bigyan ng 10-digit code bawat bumoto yung voter lang po may alam Tapos after elections maari po pumunta sa elections dot gov Para makita po detailed votes. Makikita po ng publiko ang detalye pero ang voter lang po makaka-verify ng vote nya di po ba?,0,2,1,0,13,0,2025-04-15 08:07:45+00:00,tl,True,489480848853349,,362872929916548,False
57313449283212,"Katoliko ako, hindi naging papa si Cardinal Tagle Palm-Fact dahil Philippine Politics ang goal niya grinning face with sweat [LINK]",0,0,0,0,188,0,2025-05-10 03:41:10+00:00,tl,False,57313449283212,,912685021787835,False
361234237712705,"@556776310795431 Kahit saan parte ng Bibliya e hindi nakasaad na makialam ang simbahan sa pulitika, bagkus ito mismo nagsasabi na tumalima ang simbahan sa mga namumuno ng pamahalaan! Nag-eendorso sila ng kandidato para makakuha ng juicy positions sa gobyerno ang kanilang mga miyembro! Yon lang!",0,1,4,0,642,0,2025-05-11 01:41:06+00:00,tl,True,137167243031092,556776310795431.0,452854049072476,False
467371174314959,"Kung isang taon kang nagpakabopols, okay lang. Pero sa Lunes? TEKA MUNA. Wag naman sana yung boto mo, pati IQ mo ibababa. Pili ng maayos! Philippines #Eleksyon2025 [LINK]",13,1,27,1,493,0,2025-05-09 17:59:13+00:00,tl,False,467371174314959,,138371014798718,False
426782297783921,@403780272519270 @619938740788026 yan na namang mga survey na yan kung san sang cluster lang pinagkukuha na pabor sa kulto lang nila. parang kala mo from Batanes to Jolo ginawa ang survey. tigil nyo na yang mga survey na yan at isang malaking propaganda o brainwashing ng mga botante yan!,0,0,0,0,3,0,2025-04-12 14:09:19+00:00,tl,True,70655326989330,403780272519270.0,463805834717528,False
793581382542380,IPASOK SI HEIDE PLS #Halalan2025,0,0,1,0,492,0,2025-05-12 13:19:11+00:00,tl,False,793581382542380,,499681196346717,False
156984610403514,"@596779391281134 @459771223535450 Ma nije bitna stranka, nego supci preleta i. Oni su glavni krivci bokesti bosnja kog korpusa. Kao simpatizer SDA, krivim svoju stranku to nema sitnije sito, kroz koje prolaze kadrovi prije imenovanja i kandidatura.",0,0,1,0,41,0,2025-02-20 17:40:03+00:00,und,True,528574843706408,,928206888765353,False
829148744751707,@589029215591253 Bumoto si MVP ng maaga kasi papasok pa yan sa office ng 7am,0,0,1,0,2782,0,2025-05-12 04:09:11+00:00,tl,True,865282117190101,589029215591253.0,786139184505754,False
369698488935450,"wdym may kakampi sa kandidato niyo after this, kapag lumabas kayo sa lansangan makikita niyo majority ng door to door campaign ni heidi were organized by the lgbtq community.",0,0,0,0,17,0,2025-04-08 19:51:32+00:00,tl,False,369698488935450,,616817216111022,False
748551441155348,Bayan Muna urges Comelec to probe red-tagging campaign #Halalan2025 [LINK],3,0,4,0,2508,0,2025-03-10 10:35:00+00:00,en,False,748551441155348,,403780272519270,True
232317635213293,"Early voting hours para sa mga senior citizens, persons with disability, at buntis! Ngayong darating na May 12, maaaring bumoto mula 5 00AM hanggang 7 00 AM ang mga kabilang sa vulnerable sectors sa mga voting centers at piling malls. Layunin nito na sila ay mabigyan ng mas ligtas, mas maginhawa, at mas maayos na voting experience. Tandaan ngayong darating na halalan, Kabilang Ka. Kasama Ka. Bawat Boses, Mahalaga. #BawatBuhayMahalagaSaDSWD red heart #Halalan2025 #EarlyVotingHours",0,0,0,0,52,0,2025-05-05 10:00:01+00:00,tl,False,232317635213293,,61701542896124,True
336317942176842,Adonis also challenges the BBM s love and service to the Filipino people as there have been multiple instances where this has not been seen. #halalan2025,0,1,0,0,25,0,2025-02-11 10:23:40+00:00,en,True,204122741050843,976286704259542.0,976286704259542,False
735152216002796,@600502625500231 Saan po pwede bumoto?May link po ba?,0,1,2,0,85,0,2025-04-19 09:20:04+00:00,tl,True,837862633209531,600502625500231.0,484274624743899,False
155915561848038,@155674363593664 pwede naman bumuto ng gusto mo iboto kase karapatan niya yan pero yung LANTARAN NA MANGHIKAYAT hahaha LOL masyado siyang nahahalata na may agenda. Anw. Pakiawat nalang mga katulad niyan para di nagkakalat. Kaso e we know may mga ATIN din na genuine talaga for PPOP rise.,0,0,3,0,151,0,2025-02-26 04:58:38+00:00,tl,True,269815937477640,687857917930523.0,687857917930523,False
72491544357276,HAHAHAHAAHAHAHAHAHAHABABAHAHAAB damputin na yan wag niyo na bigyan ng upuan sa senado,0,0,0,0,17,0,2025-05-13 05:58:51+00:00,tl,False,72491544357276,,594437111343034,False
842023059001022,"JUST IN Mga automated counting machine ACM na nagluwa ng balota ngayong araw ng halalan, Mayo 12, dahil umano sa init ng panahon ayon kay Comelec Chairman George Erwin Garcia. @690883004797923 #YourVoice2025 Sundan [LINK] [LINK]",0,0,0,0,42,0,2025-05-12 05:54:09+00:00,tl,False,842023059001022,,112261853921385,False
456194881169326,"Ano sa palagay ang magiging results ng halalan ngayon 2025? Pagkatapos ng isang halalan na puno ng dayaan, ano naman kaya ang modus operandi ng @690883004797923? #BantayDayaanEleksyon2025 #ChairmanGarcia [LINK]",9,0,9,0,54,0,2025-05-03 00:01:25+00:00,tl,False,456194881169326,,541001068251440,False
607836058042480,"Bumoto para sa Inang Bayan. Botante hindi Bobo-tante. Masyado ng mahirap ang buhay natin, huwag mo ng dagdagan ng mga senador na tatambay at magpapa aircon lang sa senado.",1,0,3,0,365,0,2025-05-11 17:42:06+00:00,tl,False,607836058042480,,240911157883111,False
735022019304852,"@187267147901592 Kahit pa sabihing tactical voting yan para di makapasok yung SWOH-endorsed candidates, di ko pa rin iboboto yung dalawa kasi may ibang kandidato na mas worth makapasok sa Senado",0,0,5,0,3663,0,2025-05-13 05:00:00+00:00,tl,True,90985492767260,187267147901592.0,554356193315467,False
683595249092732,"Ginoong Bong Go kanino ba ang loyalty mo, sa Pamilya Duterte o sa mga Pilipinong bumoto sa iyo, Kung Duterte Family ang choice mo, abay Magresign kana sa Pagka Senador.",0,0,0,0,30,0,2025-05-22 01:44:53+00:00,tl,False,683595249092732,,260408744691496,False
858571174286018,Congratulations sa mga hindi bumoto sa kanila. You did a great job! clapping hands clapping hands,0,0,1,0,137,0,2025-05-14 09:25:07+00:00,tl,False,858571174286018,,622511998777602,False
492934504902813,BUMOTO ng MATALINO BUMOTO nang MATALINO Para sa bayan! Philippines #Election2025,0,0,0,0,192,0,2025-05-11 22:01:33+00:00,tl,False,492934504902813,,496720830602024,False
421914500115816,@114640509544544 i'd like to assume na marami ring marcos supporters na bumoto sa bam kiko. they'd rather have them kesa puro duterte dick riders maupo sa senado.,0,0,27,0,1272,0,2025-05-12 15:59:02+00:00,tl,True,958981085623303,114640509544544.0,422895932468390,False
204101880528894,bumoto ng tama [LINK],0,2,21,4,649,1,2025-05-11 13:12:18+00:00,tl,False,204101880528894,,432594575596941,True
675018307681299,"@514002192269014 @106490152796335 Malayo KO , ang akin Kung matapang siya puntahan niya si chua sampalin niya wag na bumida pa SA TV. Akala mo Yan Hindi naninira skapwa niya kandidato e .kupal din Yan e",0,0,0,0,7,0,2025-05-18 17:52:32+00:00,tl,True,262396093357267,514002192269014.0,985569978073414,False
861418611996500,"@403780272519270 Ayan na naman kayo sa pagbaby sa mga'yan. Saka kapag bobotante, mahirap palagi? face with tears of joy",0,0,0,0,44,0,2025-05-19 13:21:38+00:00,tl,True,412283211793774,403780272519270.0,436769103247129,False
608767411486546,I CAN BEG THOUSANDS OF TIME TO THE PEOPLE BASTA BUMOTO LANG KAYO NG MGA TAMANG TAO loudly crying face folded hands light skin tone one vote is one step forward for a change for the better.,0,0,0,0,4,0,2025-05-11 16:20:14+00:00,en,False,608767411486546,,301344703531650,False
34573201552553,Nahhhh. ibalik nyo sa text votes yung system ng botohan and 1 vote per sim para hindi sponsors ang nagdidikta kung sino maeevict,6,0,8,0,389,0,2025-04-27 01:19:04+00:00,tl,False,34573201552553,,674729422316404,False
112932670409607,ang bobobo bumoto ng mga taga Pila. Wtf!?! sabay-sabay maghirap tapos iaasa sa ayuda. LOL. tangina,0,1,0,0,38,0,2025-05-12 13:04:46+00:00,tl,False,112932670409607,,733983603566139,False
949789385449723,"Since you are a PIMP, magandang negosyo ang politika. Malapit ka sa mga politiko para isulong ang negosyo mo uhaw sa laman. Meron ka na agad client, si Polong hudas! bastos barabas!",0,0,1,0,37,0,2025-05-10 04:05:59+00:00,tl,False,949789385449723,,7595767113704,False
411050973943227,Naks! Naman. thinking face Yung kabobohan ng 24 million filipinos nasilip nyo pero patuloy kayong bumoboto ng mga bobong senador sa senado. see-no-evil monkey hear-no-evil monkey speak-no-evil monkey @51465411046762 @148313878471939 @77069442944561 @325930570776261 @860142744578999 @709713553603862 @830907638555217 [LINK],0,0,0,1,118,0,2025-05-01 09:37:53+00:00,tl,False,411050973943227,,214022139434186,False
640654212056031,Ampangit ng ranking ng votes for senador.,0,0,0,0,22,0,2025-05-12 13:12:20+00:00,tl,False,640654212056031,,595040512899030,False
753437879600614,"@460436796410133 Naku naman. Huwag kayong boto ng boto sa maling tao,anong napapala ng Pilipinas? Iboto ninyo ung mga competent na kandidato.",0,0,0,0,89,0,2025-04-12 00:09:14+00:00,tl,True,36763384860958,460436796410133.0,677807141082123,False
123301443623840,@325680252986141 Magaling talaga to. Her way of campaigning to get DDShits Sympathy. Siyempre trend sa supporters ang TFF. So baka iboto nila yan.,0,0,0,0,3,0,2025-03-31 03:50:09+00:00,tl,True,563511213410252,325680252986141.0,809454557966000,False
760020644304090,Oras na para bumoto mga mais! #NETIZENSCHOICE #JUSTINDEDIOS for Most Handsome Man Alive #MHMA2025 #MHMA2025JUSTINDEDIOS @462607043290012 [LINK],0,0,0,0,9,0,2025-04-04 07:14:49+00:00,tl,False,760020644304090,,940278589280914,False
84869673361389,Wag nyo na dagdagan pa yung mga nagbubutas lang ng upuan sa Senado! Maawa kayo sa Pilipinas! #Halalan2025 Kaya vote for Bam Aquino and Kiko Pangilinan! Parehong maaasahan!,2,0,14,0,183,0,2025-03-01 10:42:47+00:00,tl,False,84869673361389,,237410519977083,False
285809075821937,@36502604678147 Si Duterte at kanyang mga botante ang salot ng bansa ng Pilipinas,0,0,0,0,11,0,2025-04-09 07:30:24+00:00,tl,True,598384770201235,36502604678147.0,229975502646064,False
284979450780708,@925994761995170 @891964879444565 So ilang botante kaya ang bobotohin si Pacman since former VP endorsed him?,0,0,3,0,142,0,2025-05-12 09:51:44+00:00,tl,True,65824044053654,925994761995170.0,959857662504466,False
15109801698648,Pag-imprenta ng mga balota sinimulan ulit ng Comelec #Halalan2025 [LINK],1,0,2,1,2397,0,2025-01-27 14:20:00+00:00,tl,False,15109801698648,,403780272519270,True
87093124235532,"Whether a candidate detained abroad can hold office if elected is a""gray area"", the Commission on Elections said. #Halalan2025 READ [LINK] [LINK]",0,3,2,0,2734,0,2025-03-13 09:23:15+00:00,en,False,87093124235532,,208287835608527,True
899802674780002,@29691206236432 @514871437591129 @698850230892993 @690883004797923 Bobotante kamo. Kasing-tanda ng lolo ko ang members pero ang nominees lang ang pinakita. Budol! grinning squinting face,0,1,0,0,28,0,2025-05-19 20:42:21+00:00,tl,True,207662447373645,29691206236432.0,773841030487484,False
480328061509442,@289929405221207 As if walang kopya ng COC yung COMELEC mismo. Hahaha.,0,3,65,0,1504,1,2025-03-04 04:24:46+00:00,tl,True,749485057833275,289929405221207.0,770549668890339,True
261070193498648,"Bro likes joking but he s gonna score as well like PK Humble - Trapo, 2025.",0,0,0,0,56,0,2025-05-27 07:20:35+00:00,en,False,261070193498648,,330892801754643,False
766136258048698,"@587875972073636 Ang importante, malinaw ang pagpresenta nang ebidensya, malinaw ang pagpaliwanag sa closing statement kung bakit relevant ang ebidensya, regardless nang desisyon nang senado, may mamumulat at mamumulat na Pilipino. Parang noon 2019 laglag si Bam, ngayon naging #2 pa nitong 2025.",0,0,0,0,7,0,2025-05-27 10:26:52+00:00,tl,True,547798666094839,587875972073636.0,452171775423690,False
4031622498750,@327729140332954 Walang UniPink. Imahinasyon niyo lang yang mga bobong DDS na bumoto kay Marcos. Hahahahaha,0,0,0,0,5,0,2025-03-29 13:07:55+00:00,tl,True,793557426130229,327729140332954.0,216487920882517,False
848673584298738,"@975404515899393 Mga kaaway mo dito, mga kapwa mo rin bumoto kay BBM DUTERTE nung 2022. Hahaha. Magsama sama kayo sa lusak. face with tears of joy face with tears of joy face with tears of joy face vomiting face vomiting face vomiting",0,0,0,0,5,0,2025-02-18 07:06:19+00:00,tl,True,589564708580425,975404515899393.0,232140848665963,False
334489076473548,"@630048886349546 @183866729933672 NKafull bar Ang wifi ko KY nrestart ko nlng CP ko, yes nakavote.omg! Per member n pla botohan! Un mga accounts ko for JL Muna pero since bukas un Isang account ko pangvote ko din bawat member kada araw . Kabado n nman haruskooo loudly crying face",0,1,3,0,507,0,2025-01-18 15:41:46+00:00,tl,True,972471592663987,630048886349546.0,798456949491135,False
410167018039558,@653443444718662 Tama po Sir. Wag natin iboto ang mga hindi sumuporta sa laban natin sa West Philippine Sea. Hmmmm thinking face #Eleksyon2025,0,0,2,0,34,0,2025-03-08 11:10:32+00:00,tl,True,84868900180575,653443444718662.0,205298539983137,False
743884180790128,natapos din kodigo ko. mga kandidato to ang hirap hagilapin ng mga plataporma weary face face with rolling eyes,0,0,0,0,61,0,2025-05-11 07:16:23+00:00,tl,False,743884180790128,,914945787600662,False
