pseudo_id,text,retweetCount,replyCount,likeCount,quoteCount,viewCount,bookmarkCount,createdAt,lang,isReply,pseudo_conversationId,pseudo_inReplyToUsername,pseudo_author_userName,author_isBlueVerified,predicted_id,predicted_label
2.88E+14,gumagalaw na yung kabila .awa nalang bumoto na kayo,0,0,0,0,296,0,2024-12-27 05:35:12+00:00,tl,FALSE,2.88E+14,,4.72E+14,FALSE,1,1
9.09E+14,@48700688140407 @487904401693285 Tama iboto mo para lalong maghirap ang Pilipinas,0,0,5,0,497,0,2024-12-25 21:21:46+00:00,tl,TRUE,2.00E+14,4.87E+13,2.15E+14,FALSE,0,0
5.43E+14,@490094289338303 mga bakla bumoto kayo pang reminder lang to [LINK],0,0,0,0,9,0,2024-12-31 03:05:36+00:00,tl,TRUE,4.55E+14,4.90E+14,6.60E+14,FALSE,1,1
1.61E+14,ay dapat pag usapan ay bakit ang onti ng bumoto sa no fear dun sa poll.,0,0,0,0,20,0,2024-12-28 20:06:28+00:00,tl,FALSE,1.61E+14,,3.41E+14,FALSE,2,2
9.99E+14,@322828972906132 Akala ko kasi kinikilig ang iboto [EMOJI loudly crying face],0,1,0,0,149,0,2024-12-31 05:39:13+00:00,tl,TRUE,5.15E+14,3.23E+14,9.69E+14,FALSE,1,1
5.42E+14,Hindi ko yan binoto subalit ang mga bumoto diyan ay dapat ngang matauhan! #korap #trapo #swoh,2,0,5,0,159,0,2024-12-26 07:14:48+00:00,tl,FALSE,5.42E+14,,3.26E+14,FALSE,2,2
2.47E+13,"@230767865269302 Gusto ng exposure.pero kapag senatorial debate di naman aattend.sinong niloloko nya?[EMOJI thinking face][EMOJI thinking face][EMOJI thinking face]papaloko pa kayo? Puro daldal nya malasakit center para iboto, e proyekto na rin naman yun ng dswd",0,0,1,0,49,0,2024-12-29 07:22:13+00:00,tl,TRUE,6.73E+14,2.31E+14,6.68E+14,FALSE,1,1
1.14E+14,@386448563236972 @830907638555217 @453507072214837 @148111201582170 @272211934715243 O Ayan mga bumoto kayo Cynthia Villar Nakita niyo na kung among klaseng tao Yan.dadagdag pa ba kayo ng isa pang Villar sa senate?,1,0,3,0,201,0,2024-12-28 22:15:16+00:00,tl,TRUE,4.07E+14,3.86E+14,5.42E+14,FALSE,2,2
1.56E+14,Ituloy niyo na lang yung shoot. Mag-ambagan ng tigpipiso yung 31m na bumoto kay bbm para one less prob tayo sa pinas lol,0,0,7,0,753,0,2024-12-25 23:01:22+00:00,tl,FALSE,1.56E+14,,4.04E+14,FALSE,0,0
9.15E+14,"@417561643201212 @556776310795431 Wala din naman nakasulat sa bible na iboto nyo mga pulpol and corrupt na politicians pero kung sino na lang din malaki bigay sa inyo. Tigilan mo kami ate, may Pasok ka dapat today kung hindi Christmas lol",3,2,107,1,12020,0,2024-12-25 15:11:50+00:00,tl,TRUE,4.09E+14,4.18E+14,2.19E+14,FALSE,1,1
4.48E+14,Ingay nyo dito sa plaza. lahat gumagawa ng kadeluluhan! Sana maisip niyong grabe na ang pagpupuyat namin sa botohan kayo puro kilig lang alam!,0,0,1,0,158,0,2024-12-25 15:00:42+00:00,tl,FALSE,4.48E+14,,4.19E+14,FALSE,1,1
8.75E+14,@774669599076699 Pag may pera ipaglaban mo! Iboto niyo mga engot kayo![EMOJI unamused face],0,0,1,0,1553,0,2024-12-30 20:39:25+00:00,tl,TRUE,5.09E+14,7.75E+14,5.51E+14,FALSE,1,1
4.86E+14,@578097235414788 Tama si camille dapat may bago kaya wag iboto ang angkan ng mga trapong Villar sa election 2025,0,0,0,0,46,0,2024-12-28 11:28:02+00:00,tl,TRUE,1.61E+14,5.78E+14,2.51E+14,FALSE,0,0
1.25E+14,"@995120649715525 @430551629239151 ulol mo. kunwari ka pa.kaisa ka na rin naman ng gobyernong bangag na ito. WAG NIYO NA IBOTO ANG MGA YAN, MGA KAKAMPWET. KAKAMPI NA RIN NG BANGAG YAN",0,0,0,0,11,0,2024-12-30 10:40:52+00:00,tl,TRUE,9.03E+14,9.95E+14,4.98E+13,FALSE,1,1
8.56E+14,@556776310795431 Iboto natin sila kasi Silang maasahan natin para sa kinabukasan natin may malasakit sa mga pilipino kung gusto nyo masira nang toloyan Ang bansa natin wag natin Sila ibuto,0,0,0,0,3,0,2024-12-26 04:58:16+00:00,tl,TRUE,1.08E+14,5.57E+14,2.75E+12,FALSE,0,0
1.82E+14,Lupa kapalit ng boto ng taga Sitio Pugad Lawin.A clear example of conditional vote buying.Ibibigay pa lang so ano kasiguraduhan mapunta sa bumoto sayo?Unahin mo asikasuhin ang serbisyo ng Prime Waters ng pamilya Villar.,2,0,5,0,171,0,2024-12-27 13:39:01+00:00,tl,FALSE,1.82E+14,,5.29E+14,TRUE,2,2
7.13E+13,"@50475061611395 @695027777346983 @977435365997368 @527000513128818 @888471185343049 @696548239842765 @916985717693251 Parehas lang yan ng dutae, mga pahirap at salot at kalaban ng bayan. Huwag iboto ang mga DUTAE.[EMOJI grinning squinting face][EMOJI beaming face with smiling eyes][EMOJI squinting face with tongue][EMOJI squinting face with tongue][EMOJI squinting face with tongue]",0,0,1,0,2,0,2024-12-28 13:41:58+00:00,tl,TRUE,9.79E+13,5.05E+13,1.72E+14,FALSE,1,1
1.42E+14,@406999756159597 Kaya pala kung saan2x nanghingi ng donation pati sa mayor? Pero di padin nanalo? Hahaha oo nga kakampi nyo taong bayan. Si kolette na lumalaban sa botohan nun partida my hate train shit pa sya nung kumakalat at nakipag kampihan pa kyo kay fyang hahaha.,0,0,3,0,414,0,2024-12-29 02:34:35+00:00,tl,TRUE,5.94E+13,4.07E+14,4.74E+14,FALSE,1,1
3.51E+14,"So mas magaling pa ngayon itong si Pingping kaysa sa UN, sa Santo Papa at kay Card. David? Sino maniniwala sa kanya kung di niya nga ma-convince mga kababayan niya na iboto siya ulit?",0,0,1,0,141,0,2024-12-26 23:50:49+00:00,tl,FALSE,3.51E+14,,7.40E+14,FALSE,1,1
5.18E+14,"#comelec comelec, seryoso kayo? Pinapayagan niyo kumandidato ung katulad ni quiboloy tapos ung ordinaryong tao tulad ni toto causing dineclare niyong nuisance? Gago ba kayo?",0,0,0,0,16,0,2024-12-29 10:32:20+00:00,tl,FALSE,5.18E+14,,8.28E+13,FALSE,1,1
3.57E+14,True! Dami nilang time and pera naman! For clout na lang talaga kapag dinadaan pa sa social media! Maraming problema ang Pilipinas kaysa sa problema ninyo! Tangina ng mga korap officials! Wag iboto ang mga kurap,0,0,1,0,299,0,2024-12-25 13:58:12+00:00,tl,FALSE,3.57E+14,,5.08E+14,FALSE,1,1
2.03E+14,Almost na less than pa ?! Piskit na yan hahahaha basta bumoto nalang kayoooo,0,2,0,0,36,0,2024-12-26 08:43:40+00:00,tl,TRUE,4.13E+14,8.32E+14,8.32E+14,FALSE,1,1
2.79E+14,Dear wish music awards sana e extend mo rin ang botohan. [EMOJI beaming face with smiling eyes][EMOJI beaming face with smiling eyes][EMOJI beaming face with smiling eyes],0,0,0,0,112,0,2024-12-29 00:34:27+00:00,tl,FALSE,2.79E+14,,2.21E+14,FALSE,0,0
1.97E+14,"Kung gusto nyo umunlad tayo, parang-awa nyo na, HUWAG NYO NA SILA IBOTO,LET FILIPINOS WIN!",0,0,1,0,47,0,2024-12-31 00:53:57+00:00,tl,FALSE,1.97E+14,,3.00E+14,FALSE,1,1
3.44E+14,Awa na lang talaga sa kapwa. Bumoto tayo nang tama.,0,0,2,0,166,0,2024-12-26 02:51:50+00:00,tl,FALSE,3.44E+14,,7.78E+14,FALSE,0,0
9.34E+14,"Uwi na kayo, wag kayo maki barda. aminin niyo, wala naman gaano bumoto dyan. wala pumapansin khit saan ako magremind noon, dami pa nga nagsabi na wala naman napapala dun kaya focus sa ibang voting.haysss.",1,0,13,0,177,0,2024-12-28 14:10:45+00:00,tl,FALSE,9.34E+14,,1.09E+14,FALSE,1,1
9.53E+14,"@620194396252301 @386448563236972 @830907638555217 @453507072214837 @148111201582170 @272211934715243 Ginagawang gatasan ang gobyerno.kahit sinong villar, hwag ng iboto.",1,0,0,0,67,0,2024-12-28 08:44:09+00:00,tl,TRUE,4.07E+14,6.20E+14,6.42E+14,FALSE,1,1
8.21E+14,"@697216793328325 peke tapos pa english english pa[EMOJI face with tears of joy] sa mga tanga at bobo, iboto sa darating na election.",1,0,1,0,307,0,2024-12-29 17:41:55+00:00,tl,TRUE,6.61E+14,6.97E+14,7.23E+14,FALSE,1,1
6.93E+14,"Time nanaman para iboto ko ang pinakamamahal kong si Zhinuo. Shutanames, mamaya iba na tong nasa pfp ko",0,1,0,0,12,0,2024-12-29 17:14:01+00:00,tl,FALSE,6.93E+14,,6.62E+14,FALSE,0,0
4.88E+14,"Wag iboto please naman mga matitinong Pilipino wag iboto ang dynasty politicians gaya ng tulfos, binays, Villars, Dutertes, cayetanos at mga asong senadores ni fucking traitor du30 Sina bato imee vavalina duterte Bong Go at artistang bulok at laos Lito Lapid ex-convict robin",0,0,1,0,41,0,2024-12-26 11:37:12+00:00,tl,FALSE,4.88E+14,,4.82E+14,FALSE,1,1
7.14E+14,Sinturon ni hudas Tulad ng pulitiko matapos.makuha boto mo wala ka na hinudas ka na [LINK],0,0,0,0,17,0,2024-12-31 10:53:34+00:00,tl,FALSE,7.14E+14,,8.45E+14,FALSE,1,1
6.29E+14,"@394926530180398 Another pambababoy na gagawin ng mga Duterte sa ating mga batas. Do Dirty is on its way. Labanan at gumising ka na Pinoy sa iyony kahibangan, ginagago ka ng mga lider lideran mo. Huwag kang maghalal sa sunod na halalan ng mga magnanakaw at mamamatay tao.",0,0,0,0,16,0,2024-12-27 04:45:13+00:00,tl,TRUE,4.89E+14,3.95E+14,8.57E+14,FALSE,1,1
7.08E+14,@600715327601693 ulul wala kaung karapatan magdikta sino iboboto ng taong bayan kayo nga nga bobo bumoto sa duterte dba so sino kau pra sabihan kami tandaan at hindi iboto sino gusto namin inutil la ba? wag kami puking inanyo. [EMOJI beaming face with smiling eyes][EMOJI beaming face with smiling eyes][EMOJI beaming face with smiling eyes] #diktaodor,0,0,0,0,2,0,2024-12-27 17:27:43+00:00,tl,TRUE,7.51E+14,6.01E+14,5.99E+14,FALSE,1,1
2.84E+14,@995120649715525 Tanggapin nila yung lupa at huwag iboto ang pamilya ng matapobreng si @830907638555217.Sagad ang kasamaan.,0,0,0,0,54,0,2024-12-25 16:29:20+00:00,tl,TRUE,1.18E+14,9.95E+14,5.48E+14,FALSE,1,1
2.63E+14,Baka hindi iboto si gov niyan po. Hahahhaha ZAMBALovES JMFYANG,0,0,2,0,189,0,2024-12-30 14:26:40+00:00,tl,FALSE,2.63E+14,,5.33E+14,FALSE,1,1
4.81E+14,Kunin nyo ang pera total pera nyo yan wag nyo lang iboto si [EMOJI crocodile] para siya naman ang uuwi ng luhaan sa 2025 [LINK],7,2,45,2,3075,2,2024-12-27 03:42:56+00:00,tl,FALSE,4.81E+14,,1.72E+13,FALSE,1,1
7.45E+14,Thank you FStans and sa mga nagtiyagang bumoto para sa aming FELIP[EMOJI smiling face with open hands] [LINK],4,0,12,1,342,0,2024-12-28 01:10:18+00:00,tl,FALSE,7.45E+14,,8.41E+14,FALSE,0,0
1.23E+14,@776109641341820 Eh mas lalo ng wag iboto si quibulok Salvador panelo markolekta himod puwet na si bondok at lahat ng maka duterte mga salot yan,0,0,0,0,16,0,2024-12-26 04:27:13+00:00,tl,TRUE,1.45E+14,7.76E+14,5.09E+14,FALSE,1,1
3.17E+13,"@995120649715525 Mangangako na ibibigay yung lupa sa informal settlers para iboto sila, pag nanalo na eh kung anu-anong palusot na kung bakit hindi pala nila mabibigay. Matuto na sana ang mga botante.",0,0,0,0,2,0,2024-12-29 11:03:24+00:00,tl,TRUE,1.18E+14,9.95E+14,4.27E+14,FALSE,1,1
6.47E+13,"Nagpapaalala ang Commission On Elections sa mga pulitiko at kakandidato hinggil sa pagdaraos ng traslacion ng Itim na Nazareno sa darating na Enero 9. Ayon kay COMELEC Commissioner Ernesto Maceda Jr., huwag gamitin ang nasabing religious activity upang mamulitika. via @247717483464062 #DWAR1494 #AbanteRadyo",1,0,1,0,73,0,2024-12-30 08:03:01+00:00,tl,FALSE,6.47E+13,,1.41E+14,TRUE,2,2
4.94E+14,@88987228372981 @452339573576108 @772557858017190 @529096149214087 @625446669809613 @548275843271872 walang 32M na bumoto na tao kay Sara nasa Memory Card lang ang bilang na yon na gawa ng Smartmatic.,0,0,1,0,5,0,2024-12-30 13:18:50+00:00,tl,TRUE,9.63E+14,8.90E+13,8.92E+14,FALSE,2,2
1.60E+13,oo na yah bumoto ka na pwede bang manahimik ka na,0,1,0,0,56,0,2024-12-28 15:58:51+00:00,tl,FALSE,1.60E+13,,9.91E+14,FALSE,1,1
7.08E+14,@995120649715525 sobrang bruha! tama na ang mga Villar! Huwag iboto si Camille! inggrata!,0,0,0,0,15,0,2024-12-27 01:13:42+00:00,tl,TRUE,1.18E+14,9.95E+14,6.45E+14,FALSE,1,1
8.59E+14,ipapamigay ang lupa sa mga tao pra ma secure yung suporta ng tao sa kanya sa darating na halalan tapos hindi nman pala knya ang lupa. hay naku [EMOJI person facepalming],0,0,0,0,114,0,2024-12-29 03:29:44+00:00,tl,FALSE,8.59E+14,,1.95E+14,FALSE,1,1
1.01E+14,Sana lahat ng Anchors sa Anchorville nakapag vote kase kung hnde lahat alam na may botohan sayang yung boto ng ibang ANCHORS [EMOJI smiling face with tear] Gusto kung mag isip at maniwala na lahat nakapag boto [EMOJI crossed fingers] POSITIVE LANG TAYO #HORI7ON,6,1,37,0,1060,0,2024-12-26 11:50:35+00:00,tl,FALSE,1.01E+14,,8.72E+14,FALSE,0,0
8.50E+14,Paano Bumoto?,0,1,0,0,59,0,2024-12-28 12:56:46+00:00,tl,FALSE,8.50E+14,,3.13E+14,FALSE,2,2
1.68E+14,"@553788313781654 Never mind. SIRA NA YANG romualdez AT marcos. Pag bumoto uli ang mga pinoy, sa dami ng boboto, hindi kayang dayain ng mga yan",0,0,0,0,81,0,2024-12-31 00:14:26+00:00,tl,TRUE,1.02E+14,5.54E+14,9.68E+14,FALSE,1,1
3.89E+14,"yung mga di naman nagseryoso sa botohan, sana di na lang nagpaparinig. [EMOJI unamused face]",0,0,1,0,17,0,2024-12-28 13:45:33+00:00,tl,FALSE,3.89E+14,,7.05E+14,FALSE,1,1
7.00E+14,Linawin po natin sa mga makikitid ang utak Ang ayuda po ay hindi galing sa personal na pera ng mga pulitiko. Ito ay galing sa ibinayad na buwis ng mga tao sa gubyerno. Magpasalamat po tayo sa mga taxpayers at hindi sa mga pulitiko na ginagamit sng ayuda para iboto sila.,2155,43,6073,49,106601,102,2024-12-28 03:26:49+00:00,tl,FALSE,7.00E+14,,7.90E+13,FALSE,2,2
5.60E+14,"@984808279235690 After they said na extended ang voting, nawalan na ko ng gana bumoto. Yan ang isang reason ng A'tin.",0,0,0,0,6,0,2024-12-29 19:12:32+00:00,tl,TRUE,6.31E+14,9.85E+14,5.99E+14,FALSE,1,1
2.53E+14,@774211546010191 Tama ka dyan.! Bakit mananlo pa yan si bato at bong go mga dutae ang pinag lilingkuran nyan . hndi ang bayan ng Pilipinas . hndi sila karapat dapat na iboto.,0,0,0,0,19,0,2024-12-28 00:46:05+00:00,tl,TRUE,5.27E+14,7.74E+14,4.87E+13,FALSE,1,1
3.53E+14,"@564935160681254 Pero kaduda-duda naman tlaga ang PPop award kemene [EMOJI rolling on the floor laughing][EMOJI face with tears of joy]. Pag nag extend ng botohan, alam na may gusto pahabulin [EMOJI face with tears of joy]. Sariling award buddy ng Abias CBN eh.",0,0,0,0,85,0,2024-12-29 14:44:43+00:00,tl,TRUE,6.39E+13,5.65E+14,2.54E+14,FALSE,1,1
2.92E+14,"@992206918947914 @349986910428248 Asa ka ng makulong yan hahaha, iboto ko yan si France castro bilang senador",0,0,0,0,4,0,2024-12-30 17:46:22+00:00,tl,TRUE,9.95E+14,9.92E+14,6.56E+14,FALSE,0,0
2.32E+14,"@995120649715525 Huwag magpabudol, huwag silang iboto.",0,0,2,0,329,0,2024-12-25 14:22:19+00:00,tl,TRUE,1.18E+14,9.95E+14,2.14E+14,FALSE,2,2
2.99E+14,@271091238095480 Pinoy Matalino ka! Bumoto ng Tama! Protect WPS Against China,0,0,1,0,23,0,2024-12-30 02:43:20+00:00,tl,TRUE,9.17E+14,2.71E+14,1.13E+14,FALSE,0,0
1.79E+14,@117240690519532 @624447373342252 Bumoto na kayo please,0,0,1,0,107,0,2024-12-25 11:24:47+00:00,tl,TRUE,1.81E+13,1.17E+14,4.83E+14,FALSE,2,2
7.12E+14,@443787935465755 Kaya dapat na lahat ng kandidato ng Duterte ay huwag iboto. Mahalin natin ang bansang Pilipinas. Lahat ng proChina at kadikit ng mga Duterte ay ekis na agad.,0,2,8,0,108,0,2024-12-29 10:17:00+00:00,tl,TRUE,2.70E+14,4.44E+14,8.45E+14,FALSE,2,2
3.05E+13,As per checking nasa highest percentage ang JCS. Salamat sa mga bumoto [EMOJI pleading face] Kembot ulit on January for WMA ha [EMOJI backhand index pointing right][EMOJI backhand index pointing left] Happy New Year [EMOJI fireworks][EMOJI party popper],0,0,1,0,70,0,2024-12-29 17:53:56+00:00,tl,FALSE,3.05E+13,,7.31E+14,FALSE,0,0
3.10E+14,sa mga bumoto ng karera wala na kayong karapatan kiligin sa mikhaiah rap ng ifg CHAREZ #BINIbarda2024,0,0,1,0,152,0,2024-12-30 17:23:38+00:00,tl,FALSE,3.10E+14,,7.49E+13,FALSE,1,1
7.79E+13,Grabi mkapatol sa bashers pero sa botohan waley hays nalng talaga masasabi ko akala ko ba gusto nyo iangat bakit puro salita wala sa gawa tandaan nyo di rin yan sa gastos nang fans kundi sa promotion exposure sa social media paisa lang bye.,0,0,0,1,188,0,2024-12-29 14:41:11+00:00,tl,FALSE,7.79E+13,,2.22E+14,FALSE,1,1
6.26E+13,@46329238896864 Kaya nga wag ng iboto mga taong ganyan,0,0,0,0,14,0,2024-12-26 23:20:35+00:00,tl,TRUE,9.04E+14,4.63E+13,1.42E+14,FALSE,0,0
7.70E+14,"Ang ayuda, di pera ng politiko yan. Tax mo yan na binayad mo. Pera yan ng Pilipinas. Kaya wala kang utang na loob sa politiko. Pero may utang na loob ka sa Pilipinas. Kaya tang-ama, bumoto ka ng maayos!",0,0,1,0,61,0,2024-12-28 16:07:45+00:00,tl,FALSE,7.70E+14,,1.60E+14,FALSE,1,1
3.55E+14,@375000054382877 Pera nyu yan Kaya kunin nyu. Pero wag iboto dahil magiging MAs Mahirap pa Ang buhay ng mga pilipino!,0,0,0,0,8,0,2024-12-26 06:14:59+00:00,tl,TRUE,1.87E+14,3.75E+14,1.54E+14,FALSE,1,1
2.42E+14,@220086054806635 Hindi nga yan marunong mag-review ng nag-aaral pa. Ngayon pa kaya? Tanga tlga ng mga bumoto jan. Kaya deserve ng pinas ang suffering niya ngayon.,0,0,0,0,10,0,2024-12-28 19:22:29+00:00,tl,TRUE,6.88E+14,2.20E+14,2.51E+14,FALSE,1,1
2.81E+14,"@28043462318636 @493005136436522 Hmm, hypocrisy? Ikaw na nagmentione na may lutuan sa ibang category except sa category na nanalo si JC? Plus isang result lang nakita ko sa botohan after the extension, so meron before the extension, enlightened me po and correct me po if I am wrong.",0,0,2,0,129,0,2024-12-29 11:40:23+00:00,tl,TRUE,4.86E+14,2.80E+13,1.23E+14,FALSE,2,2
5.70E+14,"@733692179601078 @521472285383661 Excuse me, maraming blooms din na bumoto kahit wala sa gdm ng voting team.",0,6,91,0,6833,1,2024-12-28 15:05:29+00:00,tl,TRUE,7.71E+14,7.34E+14,9.66E+14,FALSE,1,1
3.32E+14,@36502604678147 Wag iboto ang mga hinayupak na tulfos puro kayabangan lang iyan kurakot lang gagawin nila parang artista bulok wag iboto I,2,0,12,0,167,1,2024-12-31 04:08:30+00:00,tl,TRUE,5.62E+14,3.65E+13,4.82E+14,FALSE,1,1
3.68E+14,"@786590520506728 Para hindi mahirapan, huwag na bumoto [EMOJI face with tears of joy]",0,1,0,0,31,0,2024-12-29 04:55:33+00:00,tl,TRUE,4.90E+14,7.87E+14,6.94E+14,FALSE,0,0
9.38E+13,"@556776310795431 Hinulma na kasi sa kakapalan ng mukha yang si Camille Villar eh,bagong boses daw pero tang ina wala naman naipasang significant na batas sa congress. Kaya mga bobotante magpakatanga uli kayo,iboto nyo ang mga basurang to.Tapos mag reklamo uli kayo na mahirap ang buhay mga pulpol",0,0,1,0,37,0,2024-12-29 22:55:25+00:00,tl,TRUE,8.54E+14,5.57E+14,5.04E+14,FALSE,1,1
8.14E+14,@589029215591253 Pilipinas bumoto ng mga tamang tao. Maawa kayo sa sarili niyo.,0,0,1,0,12,0,2024-12-27 15:27:24+00:00,tl,TRUE,2.63E+13,5.89E+14,9.91E+14,FALSE,1,1
3.18E+14,"Suntok sa buwan man eto. Pero pag sama2x ang solids at sweethearts para bumoto, for sure my laban ang kdlex. Vote na guys.",3,0,12,0,321,0,2024-12-29 07:07:01+00:00,tl,FALSE,3.18E+14,,5.48E+14,FALSE,0,0
9.29E+14,isarado na ang botohan! #BINIbarda2024,0,0,0,0,183,0,2024-12-30 15:09:28+00:00,tl,FALSE,9.29E+14,,3.60E+13,FALSE,2,2
2.93E+14,"@697216793328325 Jusmiyo! Swerte pa si Leni, ni label nio na yung mga tao.dahil alam ni Mang Kanor na puro kwentong kutchero, di siya uubra kay Leni. Dami niong hanash. Umayos kayo sa 2025. Baka. Ulitin nio pagiging Uniteam nio, hilig nio bumoto sa KAPWA MANURUGAS nio",0,1,1,0,166,0,2024-12-31 12:18:11+00:00,tl,TRUE,5.69E+14,6.97E+14,2.46E+14,FALSE,1,1
9.75E+14,@995120649715525'Wag iboto at baka lupa tinitirikan ng bahay nyo ay kanilang kamkamin at ipamigay sa iba. Subra na Tama ng mga Aguilar at Villar sa panga-aabuso at pangungurapto sa ating bayan! Gising at Magkaisa tayo para kalusin ang kanilang salup sa darating na election 2025!,0,0,0,0,28,0,2024-12-28 09:19:14+00:00,tl,TRUE,1.33E+14,9.95E+14,8.94E+14,FALSE,0,0
1.96E+14,"@148313878471939 Bago ang ang AKAP, may MALASAKIT! Epal! Wag iboto!",0,0,38,0,1333,0,2024-12-27 06:33:17+00:00,tl,TRUE,8.69E+14,1.48E+14,2.05E+14,FALSE,1,1
9.48E+14,@468746490397464 xori bestie kasi isang beses lang ata ako bumoto hahaha kaya three letters muna [EMOJI loudly crying face],0,1,0,0,64,0,2024-12-28 16:15:25+00:00,tl,TRUE,1.15E+14,4.69E+14,3.46E+14,TRUE,0,0
9.84E+14,"5. Binash ng sobra si Jarren at gusto pa magparefund jusko po makikita mo na kilig lang ang habol, at wag nyo ibaoy ang pagboto nyo sa kanya nung nanominate sya kasi natural na iboto nyo sya kasi choice nyo yun at hindi yun hiningi ni J.",4,1,61,0,2602,1,2024-12-29 06:18:47+00:00,tl,TRUE,3.18E+14,2.88E+14,2.88E+14,FALSE,1,1
7.12E+14,"@795121990079464 [EMOJI loudly crying face] opo ganyan po talaga kapag inay mami binibining mia, aksyon po agad! kaya sa susunod pong halalan HAHAHA [EMOJI loudly crying face]",0,2,1,0,30,0,2024-12-30 06:05:57+00:00,tl,TRUE,7.31E+14,7.95E+14,5.98E+14,FALSE,0,0
9.53E+14,@79008473933029 Bumoto nang tama wag ng may tama. Ang senado ay institusyon ng mga statesmen o estadista. [LINK],0,0,2,0,43,0,2024-12-28 04:52:21+00:00,tl,TRUE,4.96E+13,7.90E+13,3.73E+14,FALSE,2,2
9.37E+14,@373594230051768 @947016882646089 Tapos nung nanalo ang esbi ng ppop icon proud na proud. Grabeng duality ng A'sims HAHAHAHAHAHHAHAHA Tanggap tanggap din ng pagkatalo. Ganyan talaga pag hindi 100 botohan mapupunta talaga sa MAS DESERVING.,0,0,16,0,550,0,2024-12-29 08:46:10+00:00,tl,TRUE,6.74E+14,3.74E+14,3.81E+14,FALSE,0,0
1.66E+14,Sa botohan muna ako tatambay. Sana sa Tp bukas magkaisa ulit tayo. #JMFyang,0,0,3,0,277,0,2024-12-29 01:52:49+00:00,tl,FALSE,1.66E+14,,7.29E+14,FALSE,0,0
